店铺名称,联系电话,详细地址
尊尚比萨(敏捷城店),0758-2737851/2737852,端州区敏捷城广场天街商业街C132-C133（中国南方电网对面）
Lucky吉祥坊大班(怀集店),0758-5522608,怀集县怀城镇解放中路67号
皇朝西饼(端州店),0758-2317688,端州区端州四路5号新第2幢首层G卡（即木桥头天桥南侧，碧湖广场对面）
嘉美乐(睦岗店),0758-2862880,端州区端州七路顺景广场好家源超市一楼门面
嘉美乐(濠江店),0758-2862880,端州区建设二路濠江名庭商业中心A1卡
77湘味(大旺店),0758-3600777,四会市大旺锦江盛世2楼
和家回转寿司,0758-2213663,端州区端州四路10号星湖国际广场二期一楼
新海堂富兴饼店(一中店),0758-2222939,端州区建设三路市一中门前商铺20卡
合家人鸡煲蟹,0758-2774086,端州区和平路笑看人生旁(近健平街)
茶小丸(益华国际广场店),0758-2221664,端州区信安五路2号华生商住中心7号楼首层第11号商铺
桂香苑(贺江店),18128075585,封开县江口镇贺江二路198号（华润家园对面、广信新城门口）
吉寿司料理,0758-2318778,端州区天宁北路合百利广场4楼（原好世界广场）
牛牛牛锅城(黄塘西路店),13030220588,端州区黄塘西路嘉湖酒店路口直入50米（黄塘市场门口斜对面）
汇星美食店,0758-2829919/18938443335,端州区城西街道百花园汇星苑B幢首层01卡
念力寿司,0758-2222040,端州区宋城东路宋城雅筑1楼A5卡(近宋城北门公交车站)
西牛记(端州店),0758-2287879,端州区星城广场2楼
濑子杂酱面,18929875746,端州区端州三路18号星城广场4层
华莱士(江口店),0758-6666036,封开县江口镇河堤二路15号好又多汇景湾商场首层第4号
新海堂富兴饼店(人民南店),0758-6817320,端州区城中路121号A幢首层北起第七-八卡
浓心爷爷(建设店),15768060855,端州区建设三路34号文明花苑综合楼4号之一商店
十戒素宴素食,0758-3122222,四会市贞山大道1号新帝景酒店
MINI TASTE餐厅&酒吧,0758-2239918,端州区星湖西路8号（最美紫荆花道）
红飞果汇(棠岗店),0758-2256222,端州区棠兴路1号圣地名轩兰贵居首层（颂德中学往东100米）
星湖大酒店中餐厅?唐潮食府,0758-2211888/2211333,端州区端州四路37号星湖大酒店2楼
鸡爪皇(宋城总店),13727290787,端州区人民中路6号（人民中路与宋城二路交叉口旁）
??牛庄(柑园店),18312293332,端州区柑园南路六巷一号（柑园南市场对面）
华莱士(蚬岗店),0758-8550234,高要区岘岗镇新城路乐卖特购物广场6-8号
淼鑫猪肚鸡(城东店),0758-2802818,端州区端州三路金茗大厦10号（原昌大昌总店楼下）
百草堂餐厅(蓝宫店),0758-2290902/13690754126,端州区天宁北路蓝宫商城二楼
一品柠檬鱼(芙蓉路总店),0758-2823186,端州区芙蓉路体育中心南门对面
中恒华餐饮文化(牌坊店),0758-2272799,端州区天宁北路77号
咕噜咕噜,18813737770,端州区端州四路10号（星湖国际广场必胜客隔壁）
royalstea皇茶(星城店),13822641802,端州区端州三路南侧16号星城广场04层07B号
新迎宾烧鹅餐厅,0758-3337960,四会市城中路9座10号（城中小学对面）
普盈士王子拉茶,18924601043,四会市清塘大道23号海伦堡城市广场一楼（中庭电梯出口对面）
贡茶(恒裕店),0758-2583280,端州区星湖大道9号恒裕海湾城首层05号E-022
骨里香,0758-3329188/13527048595,四会市马田市场旧玉器街62号（近潇洒易发城）
emperortea皇茶,13413851628,四会市大旺广场西门出口处（大旺广场西门②号门出口处）
五谷渔粉(益华广场店),18026139889/13794242061,端州区信安路益华国际广场首层
Jinis皇茶,13432446776,高要区南亭路旺角亭旁边
如轩砂锅粥(敏捷城店),0758-2568889,端州区信安大道敏捷城广场一期第三座1-2层12号商铺
一粒麦子面馆,0758-2261808,端州区端州五路广百广场CD区1-D08A卡商铺
兴华港式茶餐厅,0758-2828937,端州区工农北路与友谊路交叉口
丰盈粥底火锅,0758-2775739,端州区建设二路7号（濠江名庭对面，九鼎花园酒店斜对面）
趣维斯(怀集店),0758-5510818,怀集县怀城镇向群路3号御城名苑5号铺
楼上楼下?贵州酸汤鱼(工农店),0758-2323119/13824609735,端州区友谊路华英新城J区J7幢C18号商铺
皇朝西饼(建设店),0758-2917008,端州区建设三路43号西一卡铺位（即文明路口西侧）
胡同里火锅烤肉自助,0758-5978777,端州区端州四路29号星湖国际广场对面（中国邮政后面胡同内）
周家??麻辣烫,18666782059,端州区建设三路51号首层六之七卡
佐敦道(龙凤直营店),18316205355,四会市龙凤一路龙凤酒店首层商铺3卡铺位
鱼你在一起(星城店),0758-2103121,端州区端州三路星城广场四楼
福冈料理,0758-2702228/2752228,端州区棠岗路6号星湖尚景苑二期商业综合楼五楼
港汇轩DIY蛋糕,13560909628,高要区高要一中斜对面公交车站处
健乐深井烧鹅餐厅,15107580757,高要区要南一路和广新二路交界处美宜佳南侧
星澜茶之屋,18011916355,四会市东城街道清塘大道二十三座8号海伦城市广场第01层F43号商铺
华莱士(四会时代城店),0758-3211669,四会市东城街道四会大道时代商贸广场234-244卡
双雪甜品,13413878385,端州区端州六路2号（近车站）
华莱士(大旺二店),0758-3980517/13553304117,四会市高新区农场路13号金海岸商业街西1005~1006号（大旺金海岸旁）
富金来面包(马田店),0758-3326890,四会市建设路25号8-9号铺位
照?,18948653735,端州区端州三路22号帝和豪庭第2幢首层19号商铺（星城广场西侧）
桂香苑(桥头店),18929860945,封开县江口镇红卫路18号3#铺
佐敦道(金利直营店),0758-8533469,高要区城北路117号（乐卖特购物广场斜对面）
树院生活音乐咖啡馆,0758-2832033,端州区星湖大道仙女湖东侧石牌工业区（维龙园区）1号楼一室
臻好时冻酸奶,13822679440,四会市清塘大道23号108海伦城市广场第04-b1号
香港满芬(凯德店),0758-2825815,端州区文明路凯德广场1楼西门K09号
华莱士(新城店),13554772624,高要区金利镇金龙大道新中心7-8号商铺金时代广场（润升百货斜对面）
小蜜桃(陶丽店),0758-3362180,四会市陶丽新苑一街一座11号首二层
淳手工,0758-3122119,四会市清塘大道海伦堡一楼
啊咕咔咔?蛙元素主题餐厅,13602950101,端州区新园北路73号敏捷城沿街商铺
甜蜜烘焙屋,0758-2837180/13620356006,端州区翠星路石瑶街三巷23号
尚果园(兴隆街店),15218439931,四会市水闸路兴隆街五座首层8号铺
维也纳景观西餐厅,17819320813,端州区端州三路16号（星城广场维也纳国际酒店27楼）
开心乐园蛋糕屋,0758-3314686,四会市沙尾一路56号之二沙尾小学路口
肯德基(四会大道店),0758-3233330,四会市四会大道时代广场首层
柳州螺蛳粉,13719432048,端州区城西街道天宁北路5号（好世界与儿童乐园中间美食街）
光头东烤鱼(柑园南路分店),13527014725,端州区柑园南路柑园市场对面5号
嘻御贡茶,18688583224,四会市惠福街大旺广场负一楼
肇庆碧桂园酒店凤凰轩中餐厅,0758-8383888-13,高要区南岸湖西一路18号肇庆碧桂园内
正新鸡排(海伦堡店),13715512291,四会市清塘大道23号海伦城市广场首层
牛提财牛杂火锅连锁(大旺店),18807587800,四会市大旺广场惠福路中段
华莱士(海伦堡店),0758-2522018,端州区蓝塘四路1号海伦堡花园37/38/39座首层04号商铺
澳记炸鸡汉堡,0758-8208661/15917531915,高要区广新二路福大福商场对面
绿芝岛面包店,0758-2528981/13679597991,端州区明珠路10号第一幢首层第七卡（住房公积金对面）
华莱士(南丰店),0758-6285186,封开县南丰镇永好百货内第一层楼第A01号商铺
鲜菌阁美食,0758-2585080,端州区建平街1号（即笑看人生KTV背后）
正轩五谷渔粉(合百利广场店),13727297588,端州区天宁北路63号合百利广场4层（悠客牛排对面）
好掌门串串香(凯德店),0758-2260666,端州区端州四路8号凯德广场二层
老牌ADO砂锅牛杂城,13727276853/15119640550,端州区端州二路第四中学对面西座01，02卡
一品和风,0758-2226056,端州区华英新城雍雅苑B22号商铺
探鱼(肇庆益华国际广场店),0758-2788006,端州区信安路2号益华国际广场7号楼首层L1-7-18/19/20/21/22
彼德比萨(四会龙城店),0758-3339831,四会市大北路33号首层之二
小城烤鱼(尚东店),0758-8619368,广宁县南街镇尚东新天地首层111铺位
嘉美乐(玫瑰园店),0758-2862880,端州区桥北路百花园玫瑰园第十三幢首层一卡
新记雪糕批发部,0758-2837080,端州区龙塘北路5号
九份眷村,13106658685,端州区端州四路10号星湖国际广场首层商场J013号
仙庙烧鸡(四会总店),0758-3110133,四会市济广路口城中区府背后
有鱼?金牌酸菜鱼,0758-2280450/18125253100,端州区天宁北路合百利广场（原好世界广场）二楼中庭电梯左侧
答案茶Answer Tea(百花园店),13380768918,端州区端州区荷花路
爱丁堡(白土店),18718023081,高要区白土镇振兴路7号（农业银行对面）
九姑娘私房小厨,18948659910,端州区端州三路金凯悦酒店首层商铺
尚品石锅鱼,0758-2895118,端州区宋城三路梅庵斜对面
匠心渔居酒屋(大润发店),0758-2291198,端州区星湖国际广场二期步行街中间段
榴芒一家,13450168124,端州区康乐北路1号首层101室（新语蛋糕隔璧）
佐敦道(百花园店),0758-2289531/13822628496,端州区百花园市场西侧第一卡佐敦道
嘴留香(华英花苑店),0758-2107580/13922621646,端州区江滨东路59号华英花苑c幢3卡（旧小夜曲对面）
左岸,0758-2222430/13418049035,端州区棠兴路1号圣地名轩兰桂居A幢
响茶,18998571252,端州区端州四路10号星湖国际广场首层商场北1号铺位
茶客(草场路店),13450168277,端州区草场路20号21卡
华莱士(大沙南江店),0758-3102099,四会市大沙镇南江工业园南江生活广场7号铺
美味人生Pizza,0758-3373573/15986947278,四会市沙尾1路17巷1座1213号首层（金三角旧沙尾桥头侧）
大鼓米线(益华广场店),13129233766/13798833018,端州区益华广场
虾锅王,0758-3116265,四会市清塘大道海伦城市广场二楼SE023-025卡（原麻辣香锅）
?鱼肴炭火烤鱼,0758-2573717,端州区端州三路南侧16号星城广场64层04号
御品轩石锅鱼(东门广场店),0758-2550588,端州区城东街道信安大道东门广场南侧（分店）
莲舫,0758-2222553,端州区肇庆大道七星岩景区内
1号聚点酒家(肇庆店),0758-2101111,端州区广百时代广场四层商场407号商铺
佐敦道(怀集城中直营店),13172646573/18312792352,怀集县怀城镇城中路7号之一（城中路与沿江中路之间）
金欧尼韩国料理(益华广场店),0758-2277122/18718232777,端州区信安路益华国际广场北入口喷泉边
佐敦道(阅江楼直营店),0758-2282120,端州区阅江路住宅一区第3幢东座建威楼首层110号商铺
泡芙时代(四会店),13679590409,四会市海边坊十四座十卡（会城中学上龙城方向，既以前旧甜心阁位置）
愚夫烤鱼坊(景德路店),18218611181/15224779585,端州区景德路1号
莹欣鸡爪,0758-2220853,端州区端州四路市汽车总站明星休闲中心停车场内（雅图花园一期18栋旁边）
榴芒ice,13534939704,四会市金丽路名店汇商业步行街G区22号铺
怀风日本料理(凯德广场店),0758-2263838,端州区端州大道8号凯德广场4楼02号铺（大禾寿司楼上）
味食嘉,15914347063,端州区建设三路（花园后街）
鱼当道,13413832376,端州区芙蓉路口（金都酒店侧）
元茶敏捷分店(敏捷城店),0758-2223397,端州区新安路西侧83区敏捷广场三期商业楼C段1层C-137商铺
嘉美乐(宝月店),0758-2862880,端州区宝月荷香街临街2卡
麦芽糖,18929846779/13413805242,端州区工农北路33号巴黎春天北四卡
大瀛喜特色寿司料理,0758-2106498,端州区棠岗路4号星湖尚景苑第二期商业街02号A41、42卡商铺
卡士牛奶(翠星路店),0758-2816448,端州区翠星路31号翠辉楼1楼101卡
潘氏凉茶,0758-6814068,端州区柑园南路6号首层第二卡
客家?粉(敏捷城店),13509986553,端州区敏捷城首层一期7139号
湘江人家(沿江路店),0758-3188128,四会市沿江路堤园下游14-17号
雄心饼家,13727267007/13620361211,四会市建设路6号（近东方花园）
超之群蛋糕,0758-2359500/13527043191,端州区龙塘路10号（宝翠园商铺）
明治雪糕(广百时代广场店),18319357668,端州区端州五路广百时代广场4楼广百书城门口（图书馆对面）
喜牛潮式鲜牛肉火锅,0758-3680228,四会市农场路华生市场A幢二楼南面
御可贡茶(四会广场店),0758-3119439,四会市四会大道南四会广场5号门右侧第一卡铺位1048号
阪尚釜五谷鱼粉,17329585804,端州区康乐北路28号（国际广场肯德基斜对面）
云之南过桥米线,13025562996,端州区棠岗路77区荷苑2号首层
彼德比萨(大旺店),18929871889,四会市大旺区茂盛商住楼211号
鳗?天妇罗(合百利广场店),0758-2828648,端州区天宁北路63号合百利广场3楼商铺
黑泷堂,18358528068,端州区四路41号院内第6幢首层商场东起第7卡
钰?猪肚鸡(鼎湖店),0758-2692012,鼎湖区新城一区桂城民乐大道37号
半兵?抹茶(星湖国际店),18026110267,端州区端州四路星湖国际广场2期一楼商场B1050号
自家人鸡煲蟹,13229012299/13527081167,端州区星湖大道宝环路口1卡商铺（岩前村牌坊口右侧）
一面之交,0758-2229199,端州区信安大道尚东雅轩首层（顺宝天誉花园对面）
1983鸡翅包饭(尚东店),13929804048,广宁县朝阳东路尚东新天地109铺
华莱士(信安店),0758-2269030,端州区敏捷城一期一栋29号商铺
福记养生猪肚鸡(摆件城店),0758-3118498,四会市江丽路摆件城二楼（天光墟对面）
芙蓉王酒家,0758-2840986/2825124,端州区肇庆体育中心南门1-9室卡
松屋创意寿司,0758-2228131,端州区叠翠北路锦绣莱茵名苑46栋10商铺
百家鱼头王,0758-2100102,端州区星湖大道新元西路嘉湖新都市东门底商（七星岩东门广场）
台湾手抓饼,15766280268/13360260304,端州区康乐北路16号
11：00城市行动奶茶店,0758-8833019,广宁县朝阳东路75号（华莱士旁边）
滋味卜卜鲜,13211068453,端州区翠星路35号
鸿记冰室,18929812017,端州区信安五路益华国际广场首层
