店铺名称,联系电话,详细地址
麦西尔手工烘焙坊(红旗大街店),15369157721,桥西区汇新路与汇宁街交叉口东行20米路南
光明渔港(裕华东路店),0311-85677988/85077988,裕华区裕华东路与谈固南大街交口南行100米路东
千品福熏肉大饼(西美店),18732146353,桥西区红旗大街与汇丰路交叉口东50米路北（西美乐家酒店旁边）
花甲遇见粉,15932016798,裕华区槐安路与万达步行街交口北行100米路西
叁签客,18614251430,裕华区邵廉路科技园A座旁
黄记百味自助骨头王(时光街店),13315120881,桥西区时光街与建国路交叉口南行50米路东
北京羲和雅苑烤鸭坊(北国店),0311-89669699,桥西区中山东路北国商城7楼
黄记煌三汁焖锅(新百广场店),0311-67669386,新华区中山西路139号新百广场7层
焖锅部落(北国店),17736051809,辛集市兴华北路北国商城5楼
黄记煌三汁焖锅(北国益庄店),0311-68093389,长安区胜利北街289号（北国益庄购物中心5层）
香香米线,15511630469/13230162892,桥西区友谊大街与裕华路交叉口益友百货6层
举个栗子(正华店),13331380127,正定县华安西路与恒州北街交叉口北行50米路西（鸿福旅馆隔壁）
秀铁主题餐厅,0311-85051199,长安区跃进路与谈固大街交口西行50米钢板弹簧厂内（六车间餐厅院内）
常来顺干锅鸭头(西曼店),0311-89156616,辛集市安定大街芙蓉岛东北角西曼集团1楼(如家南邻)
乡土居(裕华店),0311-83054828,桥西区裕华西路666号（近城角街）
榴莲王子,13932115562,桥西区汇丰路与红旗大街交口西南角西美花街3楼
新易喜铁板料理餐厅(美东店),0311-89618288,长安区广安街10-1号美东国际会馆c座2楼
新一喜铁板料理餐厅(万达广场店),0311-67796229,裕华区建华南大街136号万达广场3层.3036B
阳光西点(棉七店),15176955515,桥西区裕华路与大经街交叉口西行100米路南
胖婶儿肉蟹煲(西美花街店),0311-68033226,桥西区红旗大街与汇丰路交口西南角，西美花街3楼东区
裕海祥火锅,0311-88809331,开发区天山大街学苑路交口北行100米路东（北国益新店底商）
巴里岛咖啡(昌盛南街店),0311-67093567,藁城区廉州镇盛业家园昌盛南街西50号
沧州成老灶火锅鸡(西兴店),0311-88886025,桥西区中山路与西王街交口西行40米路北2楼（北国超市西兴店东侧30米处）
张记锡纸烧,13613285761/13613285760,辛集市建设东大街泰和楼下第二个窗口
火力全开KTV聚会餐厅,0311-89922598,新华区民族路华强广场东座4楼
溢汁泡泡鸡(西美花街店),18503260304,桥西区红旗大街与汇丰路交口西美花街必胜客旁外梯二楼弥茶店
黄记煌三汁焖锅(益友百货店),0311-89927619,桥西区裕华西路128号益友购物中心B座5楼
苏顺成绿豆饼(民族路店),18932908493,新华区中山西路81号（品汇大厦一层）
可麦尔烤焙,0311-85571234,无极县中心城区贸易南街富泰南行200米路西
武汉九九鸭,15081813944,新乐市中心城区礼堂街新兴路交口东行100米路南（365超市对过）
杨翔豆皮涮牛肚(西美花街店),0311-83536515/17732851275,桥西区红旗大街西美花街三楼
老家菜馆,0311-88796688,正定县恒山西路57-3号（农业银行对过，恒山西路与恒州北街交口东行80米路北）
福道北京果木烤鸭(正华店),13165540280,正定县华安西路与恒州北街交口北行200米路西（聚丰饭店对过）
黄记煌三汁焖锅(海悦天地店),0311-66855088,桥西区裕华西路66号海悦天地购物广场4层
珍品轩熏肉粥大饼,13081005950,长安区中山路与育才街交叉口南行100米路东
肥肥串老二(新火车站店),13081067890,桥西区广平街与新石南路交口北行80米路东（新火车站附近）
汉瑞斯韩式自助养生烤肉,0311-82799996,近郊南马路中医院东行50米路北
犟骨头排骨饭(万达店),0311-66664068,裕华区万达广场步行街交口3号门斜对面
坎上坎老火锅,0311-86885757,长安区长安区广安大街16号
御记煌三汁焖锅(万达店),0311-83075102,裕华区万达步行街与槐岭路交口南行30米路西
河北云?世纪大饭店汉城馆,0311-87025381,新华区中山西路145号河北云?世纪大饭店3楼（中华北大街口西北角）
渔人鱼味巫山烤全鱼(正定店),0311-88029111,正定县正定镇常山东路44号防疫站斜对过东南方向
与Ta时光披萨,13582046437,裕华区天山海世界3楼
一品渝香干锅鸭头(辣欢天店),0311-85266626,长安区青园街与范西路交口北行30米路东
一麻一辣麻辣香锅(勒泰中心店),0311-66178820,长安区中山东路172号勒泰中心2层庄里街
好星客牛排披萨,18033798490,桥西区红旗大街与新石中路交叉口南行200米路西米兰吃货街二楼好星客西式休闲餐厅
爱辣啵啵鱼(汇华店),13785162770,桥西区红旗大街与新石南路交口东行150米路南
强哥重庆鸡公煲(红旗大街二店),15531111181,桥西区红旗大街与南二环交口经贸大学经济管理学校东门正门南20米
京州国际酒店,0311-80777777,长安区裕华东路177号京州国际酒店六楼
杨麻子大饼(翟营大街店),0311-89671678,裕华区翟营大街与塔北路交叉口东南角（谷养道隔壁）
四云奶盖贡茶(勒泰中心店),0311-67690190,长安区中山东路39号勒泰4楼海底捞旁
胡氏大盘鸡(天山店),0311-68036312,裕华区天山大街128号（天山海世界南行100米路西）
金福宫自助烤肉火锅,15830147905,南星路与工农街南行100米路东（电影院北行200米路东）
N多寿司(万达店),0311-68032909,裕华区槐岭路万达步行街小木屋11号
CoCo都可(水上公园店),15732154846,新华区联盟路368号益元百货西门北侧临街门面
碰碰凉(中央国际城店),0311-89826363,辛集市兴华路中央国际城底商一楼（澳森大酒店北面50米）
捞天下大众火锅(兴凯路店),0311-87829009/87086888,新华区兴凯路76号（中华大街与兴凯路交叉口西行150米路南）
梅梅家的烤肉店(槐北路店),0311-83958505,裕华区体育大街与槐北路交口东行500米路北
胡氏大盘鸡(新石店),0311-89280622,桥西区红旗大街268号(红旗大街与新石中路交口祥隆泰超市二楼)
光明渔港(水上公园店),0311-85866999/85200111,新华区友谊北大街与联盟路交口西北角（友谊北大街368号中远大厦三楼）
湘君府(友谊大街店),0311-83035999/83038999,桥西区友谊南大街40号（裕华路与友谊大街交叉口西北角）
西域撒拉(槐安路店),0311-89947703,桥西区槐安路66号
D2蛋糕(广安街店),400-656-5995,长安区和平东路与广安街交叉口西行100米路北棉宏大厦263室（近时代方舟）
侯氏火锅(建华店),0311-89691868,裕华区建华南大街与槐北路交叉口东南角（槐北路口路东）
叙苑●烧肉餐厅,0311-86965788/86966788,桥西区建设南大街6号，西美商务酒店5楼（近北国商城）
重庆鸡公煲(石家庄学院店),19832100256,开发区学苑路与珠峰大街交叉口西行20米路南（石家庄学院南门对过）
芙蓉树下成都冒菜(益庄店),15031119837,长安区胜利北街与铁院北路交口西北角
彤德莱火锅(南花园店),0311-80763746/18032104809,桥西区南花园南小街6号（近中山西路）
红唇川姐串串香(新百店),13472111623,新华区中山西路新百广场北国超市B1（地铁一号线D口正对面）
话捞小火锅,13933197861,裕华区裕华路与天山大街交口天山海世界负一层
一品渝香干锅鸭头(国际城店),0311-85688000,裕华区谈固南大街与槐中路交叉口东行200米路南
花蜜冰城,15512155812,裕华区建设大街与南二环交口南行500米河北师范大学大学生创业广场1号
巴牧牛排,0311-85040892,新华区北新街16-1柏林怡园西侧底商
大清花饺子(珠峰大街店),0311-85903888,开发区珠峰大街珠峰国际花园内（千里行客栈楼上）
香合园(紫光都店),0311-80980281/18032125827,长安区中山东路与建华南大街交叉口东行50米路南（紫光都底商）
百客咖啡(中华北大街店),0311-85366688,新华区中山路与中华大街交叉口北行150米路西（金圆大厦对面）
石门豆腐王(九中街店),0311-87323616,新华区九中街79号（和平西路与九中街交叉口省二院东门北行300米路东）
侯氏火锅(范西路店),0311-86691185,长安区范西路与青园街交叉口东行100米路北
苏顺成绿豆饼(中华南大街店),18932908493,桥西区中华大街与工农路交口南行300米路东保龙仓北侧
西北人家莜面村(建设大街店),86812000,长安区建设大街325号（丰收路交叉口东北角）
米莎贝尔(平安店),0311-86100748,桥西区槐中路与平安大街交叉口南行200米路东
正新鸡排(乐贸店),13661107236,正定县华安西路正定小商品步行街4112号
麻小?麻辣诱惑(北国店),0311-89669918,桥西区中山东路188号北国商9层
川外川巫山烤全鱼(谈固北大街店),0311-68073168,长安区中山路与谈固北大街交口北行200米路西
周大嘴黑鸭?九九精武鸭脖(大石门店),18033733369,裕华区东岗路与建华大街交叉口东南角
阿利茄汁面(南小街店),13073119824,桥西区南小街129号赢伴商住大厦一楼
权金城(海悦店),0311-66855080,桥西区裕华西路66号海悦天地F座4F
杨国福麻辣烫,0311-85152336,藁城区通安街202号
喜来登蛋糕坊(二店),13303217658,近郊驿里街与自强路交口西南角（职教中心斜对面）
阳光渔港(中华大街店),67505888/67505333,新华区中华北大街309号（颐宏大厦对面）
呷哺呷哺(万达广场店),13582321012,裕华区建华南大街136号万达广场3楼3018-3020号商铺（建华大街口）
豪客来牛排(谈固永辉店-2115),0311-85259135/15069101065,裕华区槐安东路153号（谈固东街与槐安东路交口永辉超市1层）
萌果鲜果炒酸奶,13780408170,裕华区建华大街与东岗路交口东行100米天友图书门口
谢记酸辣粉锅魁坊,0311-89108948,裕华区谈固南大街与槐中路交叉口东北角国际城433-1号
CoCo都可(万达二店),18403212207,裕华区建华南大街136号万达广场3楼3058-A-B铺位
胖哥俩肉蟹煲(勒泰店),0311-83729998,长安区中山东路勒泰中心4楼南端
西北人家莜面村(和平店),0311-87820222/87820333,新华区和平西路598号（近农科院，海关大厦）
臻好时炒酸奶(祥隆泰店),15633025354/17330035686,桥西区红旗大街264号附近（祥隆泰门口旁）
阿利茄汁面(万达店),0311-83117710,裕华区万达广场室外步行街与槐岭路交口北行20米路西
阿湘婆(中山店),0311-89846188,桥西区中山西路700号悦享天地A座一层（北国西兴超市对面）
燕山大酒店餐厅,0311-87010188/87012233,桥西区裕华西路40号燕山大酒店内
一锅两头牛(益友百货店),0311-66032598,桥西区裕华西路592号益友百货5楼
红果素食自助素火锅(莱茵店),0311-85196111,新乐市中心城区新华路新地道桥莱茵小镇北侧30米路东
新家园庄里宴,0311-86121888,桥西区东风西路85号-01号（近平安南大街）
李先生(万达店),0311-67596138,裕华区建华大街与槐安路交叉口北行200米路东（万达2号门对面）
过桥缘?鸡汤米线(小马店),0311-89189287,裕华区槐安路和谈固东街交叉口永辉超市一层
胡氏大盘鸡(平安南大街店),0311-69005267,桥西区中山路与平安大街交叉口南行100米路东
以岭健康城凯旋门大酒店怡梦音乐西餐厅,0311-66703177,开发区珠江大道与珠峰大街交口以岭健康城东行100米凯旋门大酒店2楼
犟骨头排骨饭(东购店),18815078580/13920378213,新华区中山西路东购东门（品汇广场西侧）
芙蓉树下冒菜火锅(益友店),0311-85108005,桥西区友谊大街与裕华路交口西南角益友百货B座1楼（连廊南行20米东边）
品尚肥牛,0311-83283777,辛集市兴华路电视塔北行300米路西
分米鸡DM Chicken(北国东尚店),0311-66688858,长安区中山东路265号北国东尚B1层
一品渝香干锅鸭头(辛集店),0311-83218388,辛集市商业城安定大街芙蓉岛东行100米路北（富艺时尚宾馆东邻）
酸奶部落?水果捞(北国益庄店),13731072208,长安区胜利北街289号北国益庄购物中心5层
胡氏大盘鸡(谈固店),0311-87160018,长安区翟营北大街110号（北国超市南邻）
过桥缘?鸡汤米线(民心广场店),13303296117,桥西区裕华西路与维明南大街交叉口永辉超市负一层南出入口
金山饺子(富强店),0311-86666638/86690153,裕华区裕华东路96号
云南蒙自米线,0311-88588341,新乐市中心城区邮电街新华路交口东南角地税局对面
阿上阿上鲜汤麻辣烫(东胜店),15931698025,长安区中山东路东胜广场4楼
尕记锅魁?酸辣粉(大经街店),13126111150,桥西区中山路与大经街交口南行300米路东
一方阁饺子(红旗店),0311-83833142/83833042,桥西区南二环西路与红旗大街交叉口西南角
芙蓉树下(先天下广场店),0311-89252161,长安区中山东路326号先天下广场B1A层
