企业名称,法定代表人,联系电话,企业地址
河南北京讯众通信技术股份有限公司,岳端普,18611661878,郑州高新技术产业开发区西三环路289号河南省国家大学科技园(东区)15E号楼一层水晶宫133号
湖北星巴克咖啡有限公司郑州建业五栋大楼店,张宏,0371-58670302,郑州市郑东新区商都路5号附5号零售商区地上一层121A号
河南河北盛淼安全技术工程有限公司,梁团结,15286831710,郑州市二七区双铁路南、人泰路东1幢7层719号
汇环郑州万千,虎明皓,15890123188,新密市北环路中强大厦商务楼8019室
郑州市福达汽车销售有限公司,黄彦锋,0371-69869444,新密市嵩山大道西段115号
郑州奎辉家具有限公司,张辉,0371-62176358,郑州市中牟县大孟镇草场村
郑州超凡通讯技术有限公司登封分公司,路海平,15303716598,登封市市区嵩山路中段(邮政局门口)
河南智犇企业管理咨询有限公司,朱伟,15614869072,河南自贸试验区郑州片区(经开)经南五路华美龙大厦9层0903号
郑州西贝医疗器械有限公司,崔国珍,13703864368,郑州市金水区优胜南路18号城中央4号楼1层
荥阳市崔庙镇石井村金种子农林专业合作社,王国保,15093369924,荥阳市崔庙镇石井村村委
郑州玛丽文化用品有限公司,胡秀华,0371-8730064,郑州市二七区老代庄二组
郑州市白鸽宾馆,柳彬,0371-7632023,郑州市中原西路伏牛路交叉口
河南大跃食品有限公司,张兴博,17740412009,郑州市金水区马渡新村5号院17号楼8号
郑州龙晗电子商务有限公司,陈园,15890603365,郑州市二七区政通路62号院4号楼1单元14层1403号
河南唐玖商贸有限公司,田彦苹,13598731986,郑州市金水区经三路北67号院3号楼6层0612号
河南欧时泰商贸有限公司,谢小智,13598099501,郑州市金水区丰产路106号院3号楼5号
郑州纳泰科技有限公司,韩晓亚,18037131354,郑州市金水区郑汴路138号39号楼8层803号
郑州市杰尔威软件科技有限公司,王钊杰,15639750287,荥阳市政法街鑫龙小区1号楼2单元204室
郑州承宇文化传播有限公司,高延兆,18638200933,郑州市郑东新区商都路5号附5号2号楼2单元7层704号
巩义市燕兴水处理设备有限公司,张宝荣,0371-64358857,巩义市外沟孝义农药厂
郑州达云生物科技有限公司,顾圣邦,13526753935,郑州经济技术开发区第八大街63号7层
郑州漓江磨料磨具有限公司,范新安,0371-7626281,郑州市中原区须水街道二砂村
郑州市世佳商贸有限公司,吴子强,0371-6351728,郑州市二七区兴隆街8号1号楼13A号
登封市嵩岳广告有限公司,范志云,0371-62885885,登封市嵩阳路北段西侧
郑州市宝之泽商贸有限公司,尹悦,13721418780,郑州市金水区南阳路324号院1号楼19层1931号
新郑市海强畜禽专业合作社,唐海强,15737173818,新郑市孟庄镇唐寨村
郑州市吉华庆医疗器械有限公司,王建新,15237177850,郑州市中牟县大潘庄陇海路西段路北(家家乐超市对面)
中恒信工程造价咨询有限公司郑州分公司,邹航,13370829216,河南自贸试验区郑州片区(郑东)普惠路56号海马海汇中心6号楼互联网金融大厦9楼906室
登封市大地绿化工程有限公司,袁烨,0371-62874658,登封市中岳大街西段
郑州融和投资咨询有限公司,齐俊,13838106351,郑州市金水区顺和路27号天弘大厦217号
登封市双丰商业有限责任公司双丰连锁店,董军敏,0371-2851992-805,登封市崇高路东段
河南省中圆大药房有限公司郑州普庆路店,肖世亮,15638911606,郑州市金水区国基路99号11号楼1层附12号
河南国宇通讯科技有限公司巩义新华路营业部,王冠华,15136266266,巩义市新华路
福建卓知项目投资顾问有限公司郑州分公司,王君,0371-55068099,郑州市中原区桐柏南路238号楼17层1712号
郑州美爱香莲保健服务有限公司,马昆鹏,15981843065,郑州市郑东新区白沙镇振兴大道北恒通风景苑34#楼2-102号
新密市心爱医药连锁有限公司吉祥药店,马向锋,13663862716,新密市来集镇来集村
荥阳茂盛建筑材料有限公司,代晓刚,13140193782,荥阳市万山南路闫河新村西豫龙花苑2号楼西门洞五楼东户
郑州江盛电子商务有限公司,陈壮,15737177322,郑州市二七区嵩山南路3号楼西单元五楼502号
郑州联赢投资咨询有限公司,刘震西,0371-68967327,郑州市二七区金海大道126号郑州金光大厦406号
新郑市万和电器设备有限公司,高朋,13703981716,新郑市梨河镇宋庄
河南酒便利商业股份有限公司第四十四分公司,侯爱琴,0371-68998044,郑州市金水区福元路157号22-23号楼裙房1-2层附42号
河南广东益鑫源工程建设管理咨询有限公司,沈斌,15565279577,郑州市惠济区开元路河湾村156号
合肥联旭数码科技有限公司郑州分公司,万敏,13938403163,郑州市管城区紫荆山路61号14层1412号
郑州阿利梅帝商贸有限公司,DI MELLA CLAUDIO,0371-63695300,郑州市郑东新区天赋路17号10号楼1单元2层4号
河南卓一大药房有限公司,付金花,0371-67126001,郑州经济技术开发区航海东路1776号中兴产业园中兴新源7号楼1层1、2号
郑州新恒远机械设备维修有限公司,樊瑞英,13783667279,郑州市中牟县白沙镇南岗村
登封市兴业工贸有限公司,弋新法,0371-62850718,登封市市区少林路24号
许昌市宜家置业有限公司巩义分公司,崔统一,13333850567,巩义市北山口镇东门村
郑州市交通运输公司汽车配件供应站,杨文中,0371-3722384,郑州市郑上路177号
成都众恒物业服务有限责任公司郑州分公司,王永生,15303823001,郑州市中原区冉屯路45号7号楼3单元2903号
广州路易雪莱商贸发展有限公司郑州分公司,叶文杰,13838120806,郑州市二七区华润万象城购物中心206号
河南康利医药经营部,武志强,0371-6227642,郑州市金水大道96号
洛阳上百金鑫珠宝有限公司郑州分公司,张炬红,0371-6280271,郑州市二七路200号金博大城一楼黄铂金岛
巩义市城区美之源美容美发用品店,赵先锋,13273813156,巩义市市区新华路南段55号
新密市牛店镇牛店街春玲理发店,李春玲,15237161456,新密市牛店镇牛店街
南农中牟县东风路办事处桥,马风礼,13592536188,中牟县东风路办事处郭庄村
郑州市惠济区润禾种业,刘文举,18937628844,郑州市惠济区迎宾路98号五金机电市场种子区11排9号
郑州市二七区阳阳洗化,赵敏,13676933996,郑州市二七区碧云路东华中农贸生活超市百货东大棚区4号
郑州市金水区韶虹家政服务部,王春格,15837140577,郑州市金水区石桥西里8号楼2单元1层附17号
新郑市辛店镇阿强家电门市部,王强,18703650989,新郑市辛店镇新密路北侧
荥阳市广武镇灵渍日化厂,陈发祥,13592515919,荥阳市广武镇三官庙村
郑州市金水区凤香包子铺,胡凤宝,15837114337,郑州市金水区群英路11-11号
新密市长胜商场蓓蓓时装屋,樊蓓蓓,13608673912,新密市长胜商城一楼
巩义市城区宏武日用品经营部,张宏武,13598411647,巩义市市区新华路中段89号
郑州市中原区创新门窗加工部,潘五伟,15938716165,郑州市中原区须水河东路梦舒雅厂房对面门面房
郑州市惠济区富欧佳软体家具店,潘张威,18039108291,郑州市惠济区花园口家具城1号
郑州市中原区希山劳保用品商店,王希山,15938777316,中原区文化宫路98号院附11号
新密市刘寨镇家常菜小吃店,司建设,13623867207,新密市刘寨镇刘寨街
郑州航空港区龙港办事处富兰农机修理部,张富兰,13849023732,郑州航空港区龙港办事处常店村
巩义市回郭镇乐福孕婴生活馆,丁宇辉,18736061756,巩义市回郭镇人民中路北寺花苑
郑州市郑东新区大力照明商行,杜风华,15716484621,郑州市郑东新区七里河南路39号华丰国际装饰广场B区601
新郑市郭店镇文君家庭农场,杨文军,13592417669,新郑市郭店镇东李庄村
郑州市管城区银基广场桂芬冷饮店,万桂芬,13253373982,郑州市管城区银基广场二期三楼L309号
郑州市二七区小黄家居商行,黄学健,13014567071,郑州市二七区兴华南街百兴建材商场A馆2层9号
新郑市新烟办一波吉奥健身器械店,沈瑞君,13460382222,新郑市新烟办解放南路
郑州航空港区今生缘婚庆店,胡新魁,13849055317,郑州航空港区振兴北路
郑州市上街区鸿泰钢铝门窗店,司艳慧,13838210131,郑州市上街区峡窝镇玉发大道
新密市尖山管委金香源农家院,樊花转,13676968956,新密市尖山管委国公岭村西头组
郑州市金水区灵越电脑经营部,邢辉,18638277700,郑州市金水区科技市场百脑汇A104柜
郑州市上街区鑫昌土产五金商行,周利敏,13849015916,郑州市上街区新乡路与汝南路交叉口东北角
郑州市金水区赵威豆制品商行,赵威,17739762657,郑州市金水区陈砦蔬菜市场南豆制品区南14号
新密市牛店镇王庄街顺利小吃店,赵国嘉,13663856811,新密市牛店镇王庄街
登封市徐庄镇发现美发理发店,赵艳丽,15736723807,登封市徐庄镇徐庄村
郑州航空港区冯堂办事处李半仙日用品商店,宋小科,13938474037,郑州航空港区冯堂办事处冯堂村
脑行新郑市观音寺镇洪文电,李洪文,15137101306,新郑市观音寺镇开源大道
巩义市城区利红布店,王利红,15903685218,巩义市市区新兴现代城一楼
郑州市金水区李国杰煎饼果子店,李国杰,13526661513,郑州市金水区顺和东街西附1号
妞妞郑州市二七区木子,李海霞,15093351771,郑州市二七区恒泰服饰广场5层53号
荥阳市新鸿达机械制造厂,高师,13598028352,荥阳市高村乡圈子村
巩义市城区东红豆腐坊,王东红,18339288306,巩义市杜甫路里沟村
巩义市小关小丽化妆品商店,张会锋,13803825009,巩义市小关镇小关村
巩义市城区大光明服饰店,马全喜,13700857965,巩义市市区新华路中段
郑州市二七区金阳光食品商行,陈永宾,18037148757,郑州市二七区南四环百荣商贸城A3区8排322号
郑州市金水区琢玉人玉器店,孟庆寿,13526505169,郑州市金水区纬三路13号院1号楼12号
郑州市金水区新成汽车装饰用品商行,曹清涛,0371-65989307,郑州市金水区花园路天荣国际建材港C区T1-1号
郑州市金水区超安五金电料商行,姜春强,13516511981,郑州市金水区文化路71号院3号楼24号
郑州市金水区加美多电子商行,王应涛,13592678012,郑州市金水区花园路88号
郑州市二七区天运炒货加工小作坊,商仙娥,15736791768,郑州市二七区侯寨乡台郭村
郑州市火车站地区肖辉监控器材经营部,刘肖辉,13949086188,中州商场北门外橱5号
荥阳市贾峪金源百货布匹店,晋水平,15638101602,荥阳市贾峪洞林路南侧
郑州市管城区银基广场夏柏服饰店,李敏,13014519911,郑州市管城区银基广场3C039-1号
郑州市中原区德裕电器店,王静,15225133391,郑州市中原区陇海路与西四环金马建材城首二层B2—10号
郑州市郑东新区王姐饭店,王琼英,13523569136,郑州市郑东新区商都路与中周路交叉口综合楼8-9号
中牟县韩寺镇陈桥风民经销店,李风民,13653805680,中牟县韩寺镇陈桥村
新密市市区威旺汽修门市,何孝亮,13213091847,新密市西大街办事处嵩山大道路南(铁路桥西10米)
郑州市管城区银基广场苏家花梓伊服饰店,王青菊,0371-66933269,郑州市管城区银基广场2F8005号
郑州市金水区鸿飞建材经营部,马敬红,13676906178,郑州市金水区五金标准件市场B区2排15号
荥阳市茜茜美妆化妆品店,蒿桂红,15639755222,荥阳市乔楼镇鑫苑名家小区鑫苑鑫都汇F1-3。30.33号商铺
郑州市惠济区信基冻品水产大世界杠上花冻品商行,许刚,13676941088,郑州市惠济区信基冻品大世界10区2001号
荥阳市王村镇卫星摩托修理部,靳卫星,15649851029,荥阳市王村镇西大村
郑州市金水区福来粗粮烙馍村饭店,张福来,15537146768,郑州市金水区英协路53号院燕庄新区4号楼门面房
登封市市区红双装饰材料门市,柳方朋,13123240666,登封市市区中大家居建材城
荥阳市五洲城立新五金机电商行,罗建生,13838546746,荥阳市五洲城A7-1076.1077
郑州市金水区康益茶行,张贻动,15238032304,郑州市金水区国基路与丰庆路交叉口海峡茶城E区71号
郑州市金水区金厨阿伟家炖锅店,张三伟,15890658628,郑州市金水区三全路路南风雅颂小区临街商业房8号
郑州建材百姓广场云丹家具商行,魏云丹,13592489771,郑州市二七区嵩山南路69号百姓广场B馆二层AB南连廊
郑州市惠济区惠生商店,徐平,15393713838,郑州市惠济区79中院内
郑州市金水区魏鹏程百货商店,周青霞,15038388048,郑州市金水区纬三路17号东1单元3号
郑州市中原区佳怡百货商行,李军,13783767979,中原区华山路116号附19号4楼
