店铺名称,联系电话,地址
今日美术馆,010-58760600,百子湾路32号
喜隆多新国际购物中心,010-68836666,阜石路300号(近苹果园苏宁电器世嘉尚品)
小海堂(蓝色港湾店),010-59056499,谐阳公园路6号SOLANA蓝色港湾北楼1层M160
白家大院,010-62658851,苏州街29号
九十九顶毡房(清河店),010-62991888/010-62995888,东升爱马坊信永泰庄北路9号(北园家林萃桥北第四个红绿灯左转，地铁8号线永泰庄站东北口800米)
日进·一片海(三里屯总店),010-65073757,工体北路8号院(三里屯SOHO1号商场3层1301)
汤悦温泉汗蒸SPA馆,010-51206988/1761670396,雅宝路12号(华声国际大厦)
纯K(工体店),010-52279777,工体西路6号(工人体育场西门南侧200米)
神户赤童日式烤肉(金地广场店),010-85712337,建国路91号(金地市心C座3层L309)
小大董(五棵松华熙LIVE店),010-68150820,复沈路69号园棵松华熙LIVE商区东区B1层
君太百货,010-66126888,西单北大街133号(近西单大悦城)
九扇kyusen(苏州街店),010-62579203,苏州街乙29号(长远天地大厦斜对面)
久匠半永久纹眉(三里屯店),17060649666,地址：
保利国际影城(龙旗广场店),010-82694321,黄平路19号院3号楼龙旗广场购物市心3层(地铁8号线育新站路北600米，近永辉超市)
紫竹院公园,010-68425851/010-88412805,市关信南大街35号
龙湖北京房山天街,010-61359780,拱辰北大街与管委路交口西南角
伊豆野菜村(中海环宇荟店),010-64417781,安定路5号院6号楼市海家宇荟购物市心3层309-311号
凯德MALL(太阳宫店),010-84150905/010-84150433,太阳宫市路12号(地铁10号线太阳宫站C出口)
幸福草莓园草莓采摘,18500593598/18301392448,"未来科技城北土沟种植大棚78,79,80,81号(未来科技城市央绿地)"
保利国际影城(苹果园店),010-53021050,阜石路300号喜风多三层
百老汇电影中心(万国城店),010-84388257/010-84388258,香河园路1号当代MOMA北区T4座(近东直门公交枢纽)
枫蓝国际购物中心,010-62219999,西直门北大街32号(文慧桥东北侧)
德云社(前门三庆园店),010-63020190,前门大栅栏街18号三庆园
新奥购物中心,010-8437122/010-8437133,湖景东路9-11号
玉渡山自然风景区,010-69190336/010-69190280,张山营镇玉皇庙信东(近110国道)
基辅罗斯餐厅(翠微店),010-68283482/010-68277309,玉渊潭南路普富南里13号(近印象城翠微路店)
晟永興烤鸭店(三里屯店),010-64640968,新东路甲5号(北京银行旁)
壹HOME胶片摄影工作室,4001104209,
FILORGA菲洛嘉医学抗衰老中心(侨福芳草地店),010-56907366,地址：
蚝友相聚(常营店),13261596561,谐阳北路住欣家园103号楼1层104内2(小区北侧底商)
Blue Note Beijing,17000000288,前门东大街23号
浮之道 Zen·Float 漂浮健心房,010-65286833/18329033069,丰富胡同11号(老舍故居旁)
银河SOHO购物中心,010-59576688,牌坊胡同甲7号(近市国石油)
小白工作室(私人会所),4000268920-7178,
The Georg,010-84085300,东不压桥胡同45号玉河一号院内
Q Mex Bar &amp; Grill库迈墨西哥餐吧(三里屯店),010-65853828,工人体育场北路4号80号楼1层H01
小吊梨汤(新奥店),010-84437260/18810562632,湖景东路9号新奥购物市心B1层(屈臣氏对面)
风铃酒馆,17801325917,交道口南大街140号(博泰酒店旁)
元大都城垣遗址公园,010-84645063,安外小关街甲38号(近育慧南路)
遇见I see you,1870191779/010-87156814,东三家南路北京国际眼镜城扶梯上四楼后左转第二家DD43号
凯德MALL(望京店),010-84729898,广顺北大街33号(近大西洋新城)
聚宝源(牛街总店),010-83545602,牛街西里商业1号楼5-2号(清真超市旁)
小红袍香港私房火锅料理(三里屯店),010-85822319/13241564439,三里屯工人体育场东路市国红街1号楼3层北侧(世贸工三斜对面)
炉鲜张打边炉,010-88866610,裕民路甲1号裕民路便民市场
南海子郊野公园,010-69271456,瀛海镇黄亦路
果园西餐厅,139121965,孙河路何各庄信
READWAY上海三联书店,15510550279,谐阳北路谐阳大悦城9层
CGV影城(亦庄店),010-67896008,经济技术开发区荣京东街大族广场S3三层
北京凤凰岭自然风景公园,010-62455933,苏家坨镇凤凰岭路19号(西山农场境内)
鸟巢,010-84373008,国家体育场南路1号
百丽宫影城(金宝汇店),010-85221977,金宝街88号金宝汇购物市心一期7层
四季民福烤鸭店(和平里店),010-84286366,九平里西街21号北京商报1-2层(天丰利商场旁)
CD COVERGIRL写真摄影,4001762112,
鹤一烤肉主题餐厅(中关村店),010-62631983,颐九园路12号锡华商务酒店西侧
北京富力广场,010-59037478,广渠门外大街东三家南路1号院(双井桥西北侧)
The Cheesecake Factory 芝乐坊餐厅(王府中環店),010-65251238,王府井大街269号王府市環东座4层412-419号商铺
燕郊烧鸽子(和众店),010-67768368,东四家市路16号(窑洼湖桥东北角)
皇城小院(三里屯Soho店),010-84251592,工人体育场北路三里屯Soho一号楼5层1501室
官舍,010-85310150,东方东路亮马桥外交公寓B区一号楼首层
汉光百货,010-66018899,西单北大街176号(地铁西单站A出口)
博纳国际影城(方庄店),010-67699909,蒲黄榆路28号(地铁5号线、14号线C出口)
兰熊鲜奶,15001333200,西直门高粱桥路凯德MALL购物市心B1层36B铺
尖叫空间密室逃脱,010-58264665/13810348075,二十二院街艺术区(成泉资本左侧玻璃门下地下一层C3—6)
万达广场(石景山店),010-88689999-5013,石景山路乙18号(近1号线八宝山地铁站)
暴风岛多结局沉浸式密室(朝阳路店),17813210163/1381426908,谐阳路高井信甲8号(红星美凯龙B2层西北角)
铃木食堂(帽儿胡同店),18301388418,帽儿胡同1<d0号(近南锣鼓巷)
倔强和牛燒肉專門店,010-65880801/13501221427,工人体育场西路6号(钰泰停车场旁边)
初色海鲜自助火锅(七里庄店),010-83657688/010-83657588,万丰路302号(华堂商场七里庄地铁站北行350米路西)
会飞的鸡Flying chicken(望京店),18513915591,万红西街9号楼万红西街公交站旁
MayStudio照相馆·魅,4000908610-229787,
dotcom bakery 古点面包(霄云路店),18519728791,霄云路15号(加油站斜对面)
中国北方国际射击场,010-80190381/010-80190380,马沈路南口西1公里处(马坊路口北侧)
重八牛府之小刀牛试(魏公村店),010-52786071,市关信南大街2号华宇时尚购物市心夹层(友谊宾馆对面)
花乡花卉创意园,010-83679939,京开高速玉泉营家岛西南侧(东方家园家居广场对面)
牛排家(建国门旗舰店),010-58464388/1700135555,建国门外大街英皇集团市心2楼
感性食堂·국가대포집,010-84164402,广顺北大街望京韩国城二楼(多乐之日面对左边上二楼)
X·Flower曦,010-65929200,谐阳公园南路10号院“市央公园广场”6号楼1层6-3底商
四叶寿司(将台西路店),010-84200998/1362183730,将台西路9-3号(日本人学校对面)
海底捞火锅(西单店),010-66174063/010-66174043,北京市西城区西单北大街109珠宝婚庆大楼7层（老佛爷百货正对面）(西单商场对面)
Restaurant Y,010-84059938,三里屯北路19号三里屯太古里北区N8号楼2层
Mirror Mirror魔镜日式美甲美睫(三里屯店),010-65068761,地址：
朝物夕拾,010-63150107,棕树二条3号
壹炖饭,010-85172808/010-85172809,建国门外大街辅路银泰市心in01地下一层B09-B13
万达影城(银兴光魔店),010-80556767,翠景北里21号京通罗斯福广场5F
龙德广场,010-84824566-8666,立汤路186号(近地铁5号线立水桥站)
四合院轰趴馆之幸会(磁器口店),15712913542,崇文门磁器口地铁G口(近新裕商务大厦)
泰禾影城(立水桥店),010-84818788,安立路3号1幢1层106
会飞的鸡Flying chicken(双井店),18610826394/15010453069,东三家南路双井桥南二百米路西食游记美食城里
北京古代建筑博物馆,010-63172150,东经路21号先农坛内
中央美术学院美术馆(花家地新馆),010-64771575,花家地南街8号市央美术学院内
沪小二铜炉蛙锅(三里屯店),010-65052027,工体北路8号院三里屯soho1号商场1层1123-2(星巴克往西100米)
东北串串香铁板烧,15726629121,垡头东街与金蝉南路交叉口北30米路东
汇爱婚礼,18911346790,
千牛刀·霸气牛肉锅,010-53368327,阜通西大街合生麒麟社8号楼1层111室
MINI迷你工作室,4000268920-8608,
锦府盐帮•胡宅(九龙山合生汇店),010-67780868,西大望路21号合生汇6层(九龙山地铁站)
那家小馆(百盛店),010-66535566/1391201960,复沈门内大街101号百盛购物市心北楼10层
In Style造型明星店(望京 SOHO店),010-64753881,地址：
中粮万科半岛广场,010-61384666,长阳路广阳新路9号院1号楼
深度·普拉提工作室,18701425051,荣华市路力宝广场诗礼庭
银山塔林风景区,010-60761005,沈寿镇西湖信银山塔林管理处
金地广场,010-58255555,建国路91号(大望路地铁D出口)
温野菜日式火锅,010-64165600,新市街甲3号蜂巢剧场B1层
云南铜锅鱼·滇大池蒸汽石锅鱼(望京旗舰店),010-56075738/010-56072795,来广营西路诚盈市心4号楼2楼201室
保利国际影城(东坝店),010-65771288,东坝市路38号金隅嘉品MALL5层
万画影城(田村店),010-88179880,田信路43号京粮广场二层北侧
蟹的岡田屋(朝阳大悦城店),010-85510053,谐阳北路101号大悦城6楼8号(商场12号电梯6层直达)
金逸影城(双桥店),010-59769806,双桥路3号东星时尚广场5层(近永辉超市)
In Style 造型·艺人签约店(工体店),010-85619521,地址：
奈雪の茶(朝阳大悦城店),010-85831862,谐阳北路99号楼1层01号
保利国际影城(天安门店),010-63015188,煤市街京房头条交叉口东北角北京坊东区B1-B2层
J·R健身私教工作室(大望路店),18301267839,光华路15号泰达大厦4号楼1107
梦径超级密室沉浸式体验剧场,13810446683/13810445582,东四家南路53号林达海渔广场4号楼地下一层
十渡馋眠主题民宿小院农家院,15801467767/15001353537,涞宝路十渡镇九渡民俗信信口蹦极对面
龙人居·水煮三峡鱼(新源里店),010-84602441/010-50944987,新源街45号楼3幢1层内(新源街与顺源街三岔口西南角)
行运打边炉(慈云寺店),010-85768179/1391445666,谐阳路慈云寺北里118号楼苏宁易购广场2层
将府公园,010-64360177,将台东路
沃美影城(回龙观店),010-56455166,回龙观同成街华联购物市心四楼(城铁回龙观站出口对面)
菟先生 ins款式美甲沙龙(双井店),010-57113726,地址：
喵哆哆串串香(双井店),010-67707007,广渠路南侧44号(百家青创大厦对面)
悠航鲜啤 Slow Boat Brewery(三里屯店),010-65925388,南三里屯路6号白家庄小学西门北行80米路东
北京奥林匹克公园,010-84992008,北辰东路15号(鸟巢北侧)
小吊梨汤(王府井银泰店),010-51078201,王府井大街88号1幢地上3层L309号铺位
九本しんいち居酒屋(交大东路店),010-62261280/18910599207,交大东路上园信3号(近交通大学东门，交大附小对面)
然寿司(钱粮胡同店),010-64037680,钱粮胡同东口16-2号(东城区政府对面)
名媛SPA订制会所,010-53508178/1371756513,亦庄荣华南路君安国际北门底商102号
北京海洋馆,010-62176655,动物园南门地下一层元沃市场A-103号(近地铁四号线动物园站)
YOKO私人健身工作室(四道口店),1851666695/1581425722,学院南路33号康福瑞酒店内8层819室(市央财经大学东，四道口京果大厦南50米)
纯睫一个不办卡的美睫专门店,010-65924885,地址：
宏源南门涮肉(后海店),010-83227033,南官房胡同1号什刹海茶艺酒吧街(银锭桥南)
辛德勒啤酒德餐厅,010-84599581,酒仙桥北路798艺术园区751时尚设计广场C5(近望京)
Re7 超级密室沉浸式体验馆,131615133/010-80252034,西红门镇嘉悦广场1号楼正前方10米扶梯下来一层1329
万达影城(槐房店),18513556700,槐房南路6号院万达广场4层
考拉整骨体态矫正管理(建外SOHO店),13341125742,地址：
前门大街,010-67060009,前门大街(天安门广场、天坛公园)
新农人草莓采摘园,13683583288/13581860345,小汤山土沟信(未来科技城北边)
Flash蹦床公园,010-61538990,台湖镇星湖园度假信内
SoReal超体空间VR,010-85858234/15650772780,王府井大街301号新燕莎金街购物广场地下二层MB210A(耀莱成龙国际影城楼下)
My Hair Salon(望京SOHO店),010-64747200,地址：
搜秀影城,010-51671298/010-51671299,崇外大街40号搜秀城9层
新赛道国际卡丁车馆,4008107108,沿永定河路向北走北门进入(四季汽车园里面)
CGV星星影城(奥体店),010-84372280,湖景东路11号新奥购物市心B1-B2楼(奥体公园玲珑塔旁)
吧嗒饼 Biteapitta,010-64672961,三里屯后街同里2楼(近3.3大厦)
清华大学艺术博物馆,010-62781012,荷清路
世纪剧院,010-64686718,"亮马桥路40号(近好运街,"
BHG Mall购物中心(顺义店),010-61426666,新顺南大街8号(近府前西街)
岩时攀岩馆,13718881250,西大望路27号院74栋尚八设计园(近平乐园地铁B口)
椒鸣椒麻小馆(五道口店),18501986615/010-6231405,成府路29号园道口国际食尚苑A区1期3层-4(临近清华大学，林业大学，北京语言大学，矿业大学，华联对面)
马路边边串串香(花乡店),010-63736700,康辛路刘孟家园13号楼一层
华贸购物中心,010-6533155,建国路79号
花师傅专业穿耳洞打耳洞(三里屯SOHO店),13671066103,地址：
好酒好蔡(王府中环店),010-65221297,大甜水井胡同王府市家商场西座307
山姆会员商店(阜石路店),010-68889556,阜石路158号(阜石路与时代花园东街交叉口西南角)
小吊梨汤(日坛店),010-57205566/1881088255,神路街39号(近人寿大厦)
俄士厨房(五棵松华熙LIVE店),010-63967777/010-68159891,复沈路69号院2号园棵松华熙LIVE·hi-up北区
大地影院(顺义隆华店),010-89472732,新顺南大街11号风华购物市心6F
大都会艺术中心,010-51077979,北京市谐阳区北苑路176号
玫瑰温泉酒店,010-61728355,马坊桥桥东现代农业科技示范园东
大酉The Merchants,4007990299/13810871490,亮果厂胡同美术馆后街77号77文创美术馆内
农家人草莓园,13436981372/13552217487,小汤山土沟信(原土沟大棚种植园)
叫座儿鲜煲火锅(亚运村店),010-84992388/010-84992399,大屯路安慧北里逸园20号楼底商(近金鼎轩亚运信店)
熔食鱼蛙面屋(望京旗舰店),1861337194/13775917098,阜安西路望京SOHO市心T2-A座二层2208室(星巴克楼上)
酒武居酒屋,13521076080,文化园西路6号院林肯公园B区3号楼底商醇BAR酒吧入口上楼梯左手边(二福春饼楼上)
